[2025-11-09 22:19:54,578] 15 root - INFO - Inititate data ingesstion
[2025-11-09 22:20:01,069] 62 root - INFO - Performed train test split on the dataframe
[2025-11-09 22:20:01,069] 63 root - INFO - Exited split_data_as_train_test method
[2025-11-09 22:20:01,069] 67 root - INFO - Exporting train and test file path
[2025-11-09 22:20:01,144] 74 root - INFO - Exported train and test file path
[2025-11-09 22:20:01,144] 18 root - INFO - initiation completed
[2025-11-09 22:20:01,144] 19 root - INFO - DataIngestionArtifact(trained_file_path='Artifacts\\11_09_2025_22_19_53\\data_ingestion\\Ingested\\train.csv', test_file_path='Artifacts\\11_09_2025_22_19_53\\data_ingestion\\Ingested\\test.csv')
[2025-11-09 22:20:01,148] 23 root - INFO - Initiate data validation
[2025-11-09 22:20:01,206] 31 root - INFO - required number of columns = 2
[2025-11-09 22:20:01,206] 32 root - INFO - Dataframe has 31 columns
[2025-11-09 22:20:01,206] 31 root - INFO - required number of columns = 2
[2025-11-09 22:20:01,206] 32 root - INFO - Dataframe has 31 columns
[2025-11-09 22:20:01,409] 25 root - INFO - Data validation completed
[2025-11-09 22:20:01,409] 28 root - INFO - data transformation started
[2025-11-09 22:20:01,409] 52 root - INFO - Entered Data transformation
[2025-11-09 22:20:01,409] 54 root - INFO - starting transform
[2025-11-09 22:20:01,447] 40 root - INFO - Entered get_data_transformer_object method of transformation class
[2025-11-09 22:20:01,447] 44 root - INFO - initiated KNN mputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-11-09 22:20:01,464] 38 root - INFO - Entered the save object from method of MainUtils Class
[2025-11-09 22:20:01,472] 42 root - INFO - Exited the save object method of MainUtils class
[2025-11-09 22:20:01,474] 32 root - INFO - data transformation finished
[2025-11-09 22:20:01,474] 34 root - INFO - Model Training started
